"phibase_id","uniprot_a","ensembl_a","taxid_species_a","organism_a","taxid_strain_a","strain_a","uniprot_matches_a","modification_a","uniprot_b","ensembl_b","taxid_species_b","organism_b","taxid_strain_b","strain_b","uniprot_matches_b","modification_b","phenotype","disease","host_tissue","evidence_code","interaction_type","pmid","high_level_terms"
"PHI:10488","A0A0K0GMM5",,347,"Xanthomonas oryzae",360094,"pv. oryzae strain PXO99A","strain","gene deletion: full",,,4530,"Oryza sativa",,"IR24 line","none",,"PHIPO:0000015","PHIDO:0000312","BTO:0000713","gene complementation","interspecies interaction",32112711,"Reduced virulence"
"PHI:10490","A0A0K0GIM7",,347,"Xanthomonas oryzae",360094,"pv. oryzae strain PXO99A","strain","gene deletion: full",,,4530,"Oryza sativa",,"IR24 line","none",,"PHIPO:0000015","PHIDO:0000312","BTO:0000713","gene complementation","interspecies interaction",32112711,"Reduced virulence"
"PHI:10488","A0A0K0GMM5",,347,"Xanthomonas oryzae",360094,"pv. oryzae strain PXO99A","strain","gene deletion: full",,,4530,"Oryza sativa",,"IR24 line","none",,"PHIPO:0000015","PHIDO:0000312","BTO:0000713","gene complementation","interspecies interaction",32112711,"Reduced virulence"
"PHI:10494","A0A0E0SMG6",,5518,"Fusarium graminearum",1450154,"CS3005","none","gene deletion: full",,,15368,"Brachypodium distachyon",,,"none",,"PHIPO:0000015","PHIDO:0000163","BTO:0001188","gene complementation","interspecies interaction",32376629,"Reduced virulence"
"PHI:10495","A0A6C7HN39",,28901,"Salmonella enterica",550537,"subsp. enterica serovar Enteritidis strain P125109","strain","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000091; PHIDO:0000321","BTO:0000166; BTO:0000759; BTO:0000767; BTO:0001281","gene complementation","interspecies interaction",32116124,"Reduced virulence"
"PHI:10495","A0A6C7HN39",,28901,"Salmonella enterica",550537,"subsp. enterica serovar Enteritidis strain P125109","strain","gene deletion: full",,,9606,"Homo sapiens",,"HCT 116 cell line","none",,"PHIPO:0000015","PHIDO:0000091; PHIDO:0000321","BTO:0001109","gene complementation","interspecies interaction",32116124,"Reduced virulence"
"PHI:10495","A0A6C7HN39",,28901,"Salmonella enterica",550537,"subsp. enterica serovar Enteritidis strain P125109","strain","gene deletion: full",,,10090,"Mus musculus",,"RAW 264.7 cell line","none",,"PHIPO:0000015","PHIDO:0000091; PHIDO:0000321","BTO:0000801","gene complementation","interspecies interaction",32116124,"Reduced virulence"
"PHI:10496","A0A6B9WEF9",,38448,"Monilinia fructicola",,"Bmpc7","none","gene deletion: full",,,3760,"Prunus persica",,"cv. Fei Cheng","none",,"PHIPO:0000015; PHIPO:0000956; PHIPO:0000052","PHIDO:0000057; PHIDO:0000157","BTO:0000486",,"interspecies interaction",32319202,"Reduced virulence"
"PHI:10500","Q8XXX7",,305,"Ralstonia solanacearum",1429399,"OE1-1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Bright Yellow","none",,"PHIPO:0000015","PHIDO:0000035","BTO:0000713","gene complementation","interspecies interaction",32196936,"Reduced virulence"
"PHI:10500","Q8XXX7",,305,"Ralstonia solanacearum",1429399,"OE1-1","none","gene deletion: full",,,4081,"Solanum lycopersicum",,"cv. Moneymaker","none",,"PHIPO:0000015","PHIDO:0000035","BTO:0000713","gene complementation","interspecies interaction",32196936,"Reduced virulence"
"PHI:10501","A0A0S4V9F3",,305,"Ralstonia solanacearum",1429399,"OE1-1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Bright Yellow","none",,"PHIPO:0000015","PHIDO:0000035","BTO:0000713","gene complementation","interspecies interaction",32196936,"Reduced virulence"
"PHI:10501","A0A0S4V9F3",,305,"Ralstonia solanacearum",1429399,"OE1-1","none","gene deletion: full",,,4081,"Solanum lycopersicum",,"cv. Moneymaker","none",,"PHIPO:0000015","PHIDO:0000035","BTO:0000713","gene complementation","interspecies interaction",32196936,"Reduced virulence"
"PHI:10502","Q8XTC4",,305,"Ralstonia solanacearum",1429399,"OE1-1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Bright Yellow","none",,"PHIPO:0000004","PHIDO:0000035","BTO:0000713","gene complementation","interspecies interaction",32196936,"Unaffected pathogenicity"
"PHI:10502","Q8XTC4",,305,"Ralstonia solanacearum",1429399,"OE1-1","none","gene deletion: full",,,4081,"Solanum lycopersicum",,"cv. Moneymaker","none",,"PHIPO:0000004","PHIDO:0000035","BTO:0000713","gene complementation","interspecies interaction",32196936,"Unaffected pathogenicity"
"PHI:10503","A0A125YGQ9",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,10090,"Mus musculus",,"RAW 264.7 cell line","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0000801",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10504","A0A125YG37",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,10090,"Mus musculus",,"RAW 264.7 cell line","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0000801",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10503","A0A125YGQ9",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0004732",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10504","A0A125YG37",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0004732",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10503","A0A125YGQ9",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,10090,"Mus musculus",,"CD-1","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0003973",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10504","A0A125YG37",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,10090,"Mus musculus",,"CD-1","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0003973",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10503","A0A125YGQ9",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000371","BTO:0002245",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10504","A0A125YG37",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000371","BTO:0002245",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10503","A0A125YGQ9",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,9606,"Homo sapiens",,"THP-1 cell line","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0000801",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10504","A0A125YG37",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,9606,"Homo sapiens",,"THP-1 cell line","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0000801",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10503","A0A125YGQ9",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000371","BTO:0001025",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10504","A0A125YG37",,5811,"Toxoplasma gondii",1209523,"type II","none","gene deletion: full",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000371","BTO:0001025",,"interspecies interaction",32453782,"Reduced virulence"
"PHI:10505","Q9AJ23",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene deletion: full",,,9606,"Homo sapiens",,"HeLa cell line","none",,"PHIPO:0000015","PHIDO:0000249; PHIDO:0000251","BTO:0000414",,"interspecies interaction",32277032,"Reduced virulence"
"PHI:10505","Q9AJ23",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene mutation",,,9606,"Homo sapiens",,"HeLa cell line","none",,"PHIPO:0000014","PHIDO:0000249; PHIDO:0000251","BTO:0000414",,"interspecies interaction",32277032,"Increased virulence"
"PHI:10505","Q9AJ23",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene mutation",,,9606,"Homo sapiens",,"HeLa cell line","none",,"PHIPO:0000014","PHIDO:0000249; PHIDO:0000251","BTO:0000414",,"interspecies interaction",32277032,"Increased virulence"
"PHI:10506","Q9AJ24",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene deletion: full",,,9606,"Homo sapiens",,"HeLa cell line","none",,"PHIPO:0000014","PHIDO:0000249; PHIDO:0000251","BTO:0000414",,"interspecies interaction",32277032,"Increased virulence"
"PHI:10505","Q9AJ23",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene deletion: full",,,7955,"Danio rerio",,,"none",,"PHIPO:0000015","PHIDO:0000249; PHIDO:0000251","BTO:0000707",,"interspecies interaction",32277032,"Reduced virulence"
"PHI:10505","Q9AJ23",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene mutation",,,7955,"Danio rerio",,,"none",,"PHIPO:0000015","PHIDO:0000249; PHIDO:0000251","BTO:0000707",,"interspecies interaction",32277032,"Reduced virulence"
"PHI:10505","Q9AJ23",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene mutation",,,7955,"Danio rerio",,,"none",,"PHIPO:0000015","PHIDO:0000249; PHIDO:0000251","BTO:0000707",,"interspecies interaction",32277032,"Reduced virulence"
"PHI:10506","Q9AJ24",,562,"Escherichia coli",155864,"serotype O157:H7 strain EDL933","none","gene deletion: full",,,7955,"Danio rerio",,,"none",,"PHIPO:0000015","PHIDO:0000249; PHIDO:0000251","BTO:0000707",,"interspecies interaction",32277032,"Reduced virulence"
"PHI:10507","E9DWQ2",,92637,"Metarhizium acridum",,"CQMa 102","none","gene deletion: full",,,7004,"Locusta migratoria",229990,,"none",,"PHIPO:0000015; PHIPO:0000030; PHIPO:0000956; PHIPO:0000051",,"BTO:0000954","gene complementation","interspecies interaction",32170386,"Reduced virulence"
"PHI:10507","E9DWQ2",,92637,"Metarhizium acridum",,"CQMa 102","none","gene mutation; gene complementation",,,7004,"Locusta migratoria",229990,,"none",,"PHIPO:0000004; PHIPO:0000030; PHIPO:0000956; PHIPO:0000059",,"BTO:0000954",,"interspecies interaction",32170386,"Unaffected pathogenicity"
"PHI:10510","A0A505MF50",,470,"Acinetobacter baumannii",,"AB5075","none","gene mutation; gene complementation",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000671; BTO:0000763",,"interspecies interaction",32421167,"Reduced virulence"
"PHI:10510","A0A505MF50",,470,"Acinetobacter baumannii",,"AB5075","none","gene mutation; gene complementation",,,7137,"Galleria mellonella",,,"none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000707",,"interspecies interaction",32421167,"Reduced virulence"
"PHI:10527","Q4WCU5",,746128,"Aspergillus fumigatus",1266464,"CEA17 (akuBKU80)","none","gene deletion: full",,,7137,"Galleria mellonella",,,"none",,"PHIPO:0000010","PHIDO:0000020","BTO:0000707","gene complementation","interspecies interaction",32341126,"Loss of pathogenicity"
"PHI:10528","A0A1D8PGE3",,5476,"Candida albicans",,,"none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0000801",,"interspecies interaction",32075883,"Reduced virulence"
"PHI:10528","A0A1D8PGE3",,5476,"Candida albicans",,,"none","gene mutation: regulator",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000120","BTO:0000801",,"interspecies interaction",32075883,"Unaffected pathogenicity"
"PHI:10529","Q5ADX0",,5476,"Candida albicans",,,"none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000120","BTO:0000801",,"interspecies interaction",32075883,"Unaffected pathogenicity"
"PHI:10530","E9EUQ4",,568076,"Metarhizium robertsii",655844,"ARSEF 23","strain","gene deletion: full",,,7004,"Locusta migratoria",229990,,"none",,"PHIPO:0000014",,"BTO:0000572",,"interspecies interaction",32271756,"Increased virulence"
"PHI:10530","E9EUQ4",,568076,"Metarhizium robertsii",655844,"ARSEF 23","strain","gene deletion: full",,,7091,"Bombyx mori",,,"none",,"PHIPO:0000014",,"BTO:0000707",,"interspecies interaction",32271756,"Increased virulence"
"PHI:10530","E9EUQ4",,568076,"Metarhizium robertsii",655844,"ARSEF 23","strain","gene deletion: full",,,7067,"Tenebrio molitor",,,"none",,"PHIPO:0000014",,"BTO:0000707",,"interspecies interaction",32271756,"Increased virulence"
"PHI:10530","E9EUQ4",,568076,"Metarhizium robertsii",655844,"ARSEF 23","strain","gene deletion: full",,,7029,"Acyrthosiphon pisum",,,"none",,"PHIPO:0000014",,"BTO:0003973",,"interspecies interaction",32271756,"Increased virulence"
"PHI:10530","E9EUQ4",,568076,"Metarhizium robertsii",655844,"ARSEF 23","strain","gene deletion: full",,,7159,"Aedes aegypti",,,"none",,"PHIPO:0000014",,"BTO:0003973",,"interspecies interaction",32271756,"Increased virulence"
"PHI:10530","E9EUQ4",,568076,"Metarhizium robertsii",655844,"ARSEF 23","strain","gene deletion: full",,,6978,"Periplaneta americana",,,"none",,"PHIPO:0000014",,"BTO:0003973",,"interspecies interaction",32271756,"Increased virulence"
"PHI:10531","S3MJJ8",,317,"Pseudomonas syringae",1189622,"pv. tabaci strain 6605","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Xanthi","none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000713",,"interspecies interaction",32296294,"Reduced virulence"
"PHI:10532","A0A1U7ET34",,317,"Pseudomonas syringae",1189622,"pv. tabaci strain 6605","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Xanthi","none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000713",,"interspecies interaction",32296294,"Reduced virulence"
"PHI:10533","C5IJF6",,317,"Pseudomonas syringae",1189622,"pv. tabaci strain 6605","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Xanthi","none",,"PHIPO:0000004","PHIDO:0000001","BTO:0000713",,"interspecies interaction",32296294,"Unaffected pathogenicity"
"PHI:10536","D2TR63",,67825,"Citrobacter rodentium",,"DBS770","none","gene deletion: full",,,10090,"Mus musculus",,"C3H/HeJ","none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000648","gene complementation","interspecies interaction",32409599,"Reduced virulence"
"PHI:10537","D2TNF0",,67825,"Citrobacter rodentium",,"DBS770","none","gene deletion: full",,,10090,"Mus musculus",,"C3H/HeJ","none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000166; BTO:0000269","gene complementation","interspecies interaction",32409599,"Reduced virulence"
"PHI:10538","P54292",,287,"Pseudomonas aeruginosa",652611,"PA14","none","gene deletion: full",,,7137,"Galleria mellonella",,,"none",,"PHIPO:0000004",,"BTO:0000707",,"interspecies interaction",32265891,"Unaffected pathogenicity"
"PHI:10539","P25084",,287,"Pseudomonas aeruginosa",652611,"PA14","none","gene deletion: full",,,7137,"Galleria mellonella",,,"none",,"PHIPO:0000004",,"BTO:0000707",,"interspecies interaction",32265891,"Unaffected pathogenicity"
"PHI:10540","A0A2K8W3I0",,1089444,"Dickeya solani",1225786,"IPO 2222","none","gene deletion: full",,,4113,"Solanum tuberosum",,"cv. Vineta","none",,"PHIPO:0000015","PHIDO:0000051; PHIDO:0000339","BTO:0001400","gene complementation","interspecies interaction",32456249,"Reduced virulence"
"PHI:10541","O53168",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000763; BTO:0001281","gene complementation","interspecies interaction",32127458,"Reduced virulence"
"PHI:10542","I6Y4D2",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000763; BTO:0001281","gene complementation","interspecies interaction",32127458,"Reduced virulence"
"PHI:10542","I6Y4D2",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene mutation; gene complementation",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000763; BTO:0001281",,"interspecies interaction",32127458,"Reduced virulence"
"PHI:10541","O53168",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000374","BTO:0004732","gene complementation","interspecies interaction",32127458,"Reduced virulence"
"PHI:10542","I6Y4D2",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000004","PHIDO:0000374","BTO:0004732","gene complementation","interspecies interaction",32127458,"Unaffected pathogenicity"
"PHI:10543","J7MBE3",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0000089; BTO:0000759; BTO:0000763; BTO:0000784; BTO:0001281",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10544","Q1JMI4",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0000089; BTO:0000759; BTO:0000763; BTO:0000784; BTO:0001281",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10545","J7MAX3",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0000089; BTO:0000759; BTO:0000763; BTO:0000784; BTO:0001281",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10543","J7MBE3",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0004732",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10544","Q1JMI4",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0004732",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10545","J7MAX3",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0004732",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10543","J7MBE3",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,9606,"Homo sapiens",,"THP-1 cell line","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0000801",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10544","Q1JMI4",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,9606,"Homo sapiens",,"THP-1 cell line","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0000801",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10545","J7MAX3",,1314,"Streptococcus pyogenes",,"ATCC 11434","none","gene deletion: full",,,9606,"Homo sapiens",,"THP-1 cell line","none",,"PHIPO:0000015","PHIDO:0000273","BTO:0000801",,"interspecies interaction",32094510,"Reduced virulence"
"PHI:10546","A0A168D336",,1396,"Bacillus cereus",,"HN001","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000116; PHIDO:0000245; PHIDO:0000385","BTO:0000759; BTO:0001281",,"interspecies interaction",32507026,"Reduced virulence"
"PHI:10547","A0A160HAV3",,1396,"Bacillus cereus",,"HN001","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000116; PHIDO:0000245; PHIDO:0000385","BTO:0000759; BTO:0001281",,"interspecies interaction",32507026,"Reduced virulence"
"PHI:10547","A0A160HAV3",,1396,"Bacillus cereus",,"HN001","none","gene deletion: full",,,9606,"Homo sapiens",,"Caco-2 cell line","none",,"PHIPO:0000015","PHIDO:0000116; PHIDO:0000245; PHIDO:0000385","BTO:0000195",,"interspecies interaction",32507026,"Reduced virulence"
"PHI:10548","A0A0D6I2I2",,28901,"Salmonella enterica",588858,"subsp. enterica serovar Typhimurium strain 14028s","none","gene mutation",,,10090,"Mus musculus",,"C3H/HeN","none",,"PHIPO:0000015","PHIDO:0000321","BTO:0000759; BTO:0001281",,"interspecies interaction",32098823,"Reduced virulence"
"PHI:10548","A0A0D6I2I2",,28901,"Salmonella enterica",588858,"subsp. enterica serovar Typhimurium strain 14028s","none","gene mutation",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000004","PHIDO:0000321","BTO:0000759; BTO:0001281",,"interspecies interaction",32098823,"Unaffected pathogenicity"
"PHI:10548","A0A0D6I2I2",,28901,"Salmonella enterica",588858,"subsp. enterica serovar Typhimurium strain 14028s","none","gene mutation",,,10090,"Mus musculus",,"J774 cell line","none",,"PHIPO:0000015","PHIDO:0000321","BTO:0000801",,"interspecies interaction",32098823,"Reduced virulence"
"PHI:10549","Q8ZME2",,28901,"Salmonella enterica",588858,"subsp. enterica serovar Typhimurium strain 14028s","none","gene deletion: full",,,10090,"Mus musculus",,"J774 cell line","none",,"PHIPO:0000004","PHIDO:0000321","BTO:0000801",,"interspecies interaction",32098823,"Unaffected pathogenicity"
"PHI:10550","I1RUP1",,282267,"Fusarium asiaticum",,"EXAP-08","none","gene deletion: full",,,4565,"Triticum aestivum",,"cv. Zhongyuan 98-68","none",,"PHIPO:0000015","PHIDO:0000163","BTO:0000713","gene complementation","interspecies interaction",32150839,"Reduced virulence"
"PHI:10551","I1RB11",,282267,"Fusarium asiaticum",,"EXAP-08","none","gene deletion: full",,,4565,"Triticum aestivum",,"cv. Zhongyuan 98-68","none",,"PHIPO:0000004","PHIDO:0000163","BTO:0000713","gene complementation","interspecies interaction",32150839,"Unaffected pathogenicity"
"PHI:10552","W8U6D4",,1280,"Staphylococcus aureus",367830,"USA300","none","gene mutation; gene complementation",,,9606,"Homo sapiens",,"A-549 cell line","none",,"PHIPO:0000014","PHIDO:0000152; PHIDO:0000309; PHIDO:0000336","BTO:0000018",,"interspecies interaction",32094249,"Increased virulence"
"PHI:10552","W8U6D4",,1280,"Staphylococcus aureus",367830,"USA300","none","gene mutation; gene complementation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000152; PHIDO:0000309; PHIDO:0000336","BTO:0000562; BTO:0000671; BTO:0000759",,"interspecies interaction",32094249,"Reduced virulence"
"PHI:10552","W8U6D4",,1280,"Staphylococcus aureus",367830,"USA300","none","gene mutation; gene complementation",,,10090,"Mus musculus",,"RAW 264.7 cell line","none",,"PHIPO:0000015","PHIDO:0000152; PHIDO:0000309; PHIDO:0000336","BTO:0000801",,"interspecies interaction",32094249,"Reduced virulence"
"PHI:10554","P29485",,666,"Vibrio cholerae",,"El Tor C6706","none","gene mutation",,,10090,"Mus musculus",,"ICR","none",,"PHIPO:0000015","PHIDO:0000081; PHIDO:0000116","BTO:0000651",,"interspecies interaction",32117142,"Reduced virulence"
"PHI:10554","P29485",,666,"Vibrio cholerae",,"El Tor C6706","none","gene mutation",,,10090,"Mus musculus",,"ICR","none",,"PHIPO:0000004","PHIDO:0000081; PHIDO:0000116","BTO:0000651",,"interspecies interaction",32117142,"Unaffected pathogenicity"
"PHI:10556","A0A5P8AM17",,346,"Xanthomonas citri",,"pv. malvacearum strain Xss-V2-18","none","gene deletion: full",,,3635,"Gossypium hirsutum",,"cv. TM-1","none",,"PHIPO:0000015",,"BTO:0000713","gene complementation","interspecies interaction",32293266,"Reduced virulence"
"PHI:10557","A0A5P8AM20",,346,"Xanthomonas citri",,"pv. malvacearum strain Xss-V2-18","none","gene deletion: full",,,3635,"Gossypium hirsutum",,"cv. TM-1","none",,"PHIPO:0000015",,"BTO:0000713",,"interspecies interaction",32293266,"Reduced virulence"
"PHI:10561","A0A385EXL2",,470,"Acinetobacter baumannii",400667,"ATCC 17978","none","gene deletion: full",,,9606,"Homo sapiens",,"A-549 cell line","none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000018","gene complementation","interspecies interaction",32324853,"Reduced virulence"
"PHI:10561","A0A385EXL2",,470,"Acinetobacter baumannii",400667,"ATCC 17978","none","gene mutation: regulator",,,9606,"Homo sapiens",,"A-549 cell line","none",,"PHIPO:0000014","PHIDO:0000255","BTO:0000018",,"interspecies interaction",32324853,"Increased virulence"
"PHI:10561","A0A385EXL2",,470,"Acinetobacter baumannii",400667,"ATCC 17978","none","gene deletion: full",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000671; BTO:0000759; BTO:0000763","gene complementation","interspecies interaction",32324853,"Reduced virulence"
"PHI:10562","Q0P8D9",,197,"Campylobacter jejuni",354242,"81-176","none","gene deletion: full",,,9606,"Homo sapiens",,"Intestine 407 cell line","none",,"PHIPO:0000015","PHIDO:0000167",,"gene complementation","interspecies interaction",32168837,"Reduced virulence"
"PHI:10564","D5AK26",,1307,"Streptococcus suis",,"ZY05719","none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000089; BTO:0000142; BTO:0000671; BTO:0001281","gene complementation","interspecies interaction",32443590,"Reduced virulence"
"PHI:10565","D5AK25",,1307,"Streptococcus suis",,"ZY05719","none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000089; BTO:0000142; BTO:0000671; BTO:0001281","gene complementation","interspecies interaction",32443590,"Reduced virulence"
"PHI:10564","D5AK26",,1307,"Streptococcus suis",,"ZY05719","none","gene deletion: full",,,9823,"Sus scrofa",,,"none",,"PHIPO:0000015","PHIDO:0000001","BTO:0001239","gene complementation","interspecies interaction",32443590,"Reduced virulence"
"PHI:10564","D5AK26",,1307,"Streptococcus suis",,"ZY05719","none","gene deletion: full",,,7955,"Danio rerio",,,"none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000707","gene complementation","interspecies interaction",32443590,"Reduced virulence"
"PHI:10565","D5AK25",,1307,"Streptococcus suis",,"ZY05719","none","gene deletion: full",,,7955,"Danio rerio",,,"none",,"PHIPO:0000015","PHIDO:0000001","BTO:0000707","gene complementation","interspecies interaction",32443590,"Reduced virulence"
"PHI:10566","Q7Z7W3",,34373,"Blumeria graminis",62688,"f. sp. hordei isolate K1","none","gene mutation: regulator",,,4513,"Hordeum vulgare",,"cv. Golden Promise","none",,"PHIPO:0000015","PHIDO:0000039","BTO:0000713","transgenic plant","interspecies interaction",32211008,"Reduced virulence"
"PHI:10567","Q7LLP2",,34373,"Blumeria graminis",62690,"f. sp. tritici isolate Bgt_JIW2","strain","gene mutation: regulator",,,4513,"Hordeum vulgare",,"cv. Golden Promise","none",,"PHIPO:0000015","PHIDO:0000039","BTO:0000713","transgenic plant","interspecies interaction",32211008,"Reduced virulence"
"PHI:10566","Q7Z7W3",,34373,"Blumeria graminis",62688,"f. sp. hordei isolate K1","none","gene mutation: regulator",,,4565,"Triticum aestivum",,"cv. Chancellor","none",,"PHIPO:0000015","PHIDO:0000039","BTO:0000713","transgenic plant","interspecies interaction",32211008,"Reduced virulence"
